combinedName,function_name,label,summary
ZoomedScene.get_zoom_in_animation,ZoomedScene.get zoom in animation,1,Random functions/methods.
ZoomedScene.get_zoomed_display_pop_out_animation,ZoomedScene.get zoomed display pop out animation,1,Random functions/methods.
_get_subdivision_matrix,_ get subdivision matrix,1,Random functions/methods.
integer_interpolate,integer interpolate,1,Random functions/methods.
match_interpolate,match interpolate,1,Random functions/methods.
is_closed,is closed,1,Random functions/methods.
wrapper,wrapper,1,Random functions/methods.
get_video_metadata,get video metadata,1,Random functions/methods.
get_dir_layout,get dir layout,1,Random functions/methods.
merge_dicts_recursively,merge dicts recursively,1,Random functions/methods.
update_dict_recursively,update dict recursively,1,Random functions/methods.
_get_callable_info,_ get callable info,1,Random functions/methods.
_deprecation_text_component,_ deprecation text component,1,Random functions/methods.
deprecated,deprecated,1,Random functions/methods.
warning_msg,warning msg,1,Random functions/methods.
deprecate_docs,deprecate docs,1,Random functions/methods.
MovingCameraScene.get_moving_mobjects,MovingCameraScene.get moving mobjects,1,Random functions/methods.
Line.put_start_and_end_on,Line.put start and end on,1,Random functions/methods.
OpenGLTexturedSurface.pointwise_become_partial,OpenGLTexturedSurface.pointwise become partial,1,Random functions/methods.
tempconfig,tempconfig,1,Random functions/methods.
always,always,1,Random functions/methods.
TransformMatchingAbstractBase.clean_up_from_scene,TransformMatchingAbstractBase.clean up from scene,1,Random functions/methods.
TransformMatchingAbstractBase.get_shape_map,TransformMatchingAbstractBase.get shape map,1,Random functions/methods.
ValueTracker.interpolate,ValueTracker.interpolate,1,Random functions/methods.
FadeTransformPieces.ghost_to,FadeTransformPieces.ghost to,1,Random functions/methods.
ValueTracker.__itruediv__,ValueTracker.  itruediv  ,1,Random functions/methods.
ValueTracker.__isub__,ValueTracker.  isub  ,1,Random functions/methods.
FadeTransformPieces.begin,FadeTransformPieces.begin,1,Random functions/methods.
FadeTransform.clean_up_from_scene,FadeTransform.clean up from scene,1,Random functions/methods.
FadeTransform.ghost_to,FadeTransform.ghost to,1,Random functions/methods.
FadeTransform.begin,FadeTransform.begin,1,Random functions/methods.
ValueTracker.__ipow__,ValueTracker.  ipow  ,1,Random functions/methods.
ValueTracker.__imul__,ValueTracker.  imul  ,1,Random functions/methods.
ApplyMatrix.initialize_matrix,ApplyMatrix.initialize matrix,1,Random functions/methods.
ValueTracker.__imod__,ValueTracker.  imod  ,1,Random functions/methods.
Animation.interpolate,Animation.interpolate,1,Random functions/methods.
MoveToTarget.check_validity_of_input,MoveToTarget.check validity of input,1,Random functions/methods.
ValueTracker.__ifloordiv__,ValueTracker.  ifloordiv  ,1,Random functions/methods.
Transform.clean_up_from_scene,Transform.clean up from scene,1,Random functions/methods.
f_always,f always,1,Random functions/methods.
updater,updater,1,Random functions/methods.
always_shift,always shift,1,Random functions/methods.
always_rotate,always rotate,1,Random functions/methods.
TipableVMobject.get_start,TipableVMobject.get start,1,Random functions/methods.
TipableVMobject.get_end,TipableVMobject.get end,1,Random functions/methods.
TipableVMobject.get_tip,TipableVMobject.get tip,1,Random functions/methods.
TipableVMobject.get_tips,TipableVMobject.get tips,1,Random functions/methods.
TipableVMobject.pop_tips,TipableVMobject.pop tips,1,Random functions/methods.
TipableVMobject.reset_endpoints_based_on_tip,TipableVMobject.reset endpoints based on tip,1,Random functions/methods.
TipableVMobject.get_unpositioned_tip,TipableVMobject.get unpositioned tip,1,Random functions/methods.
TipableVMobject.create_tip,TipableVMobject.create tip,1,Random functions/methods.
GenericGraph.change_layout,GenericGraph.change layout,1,Random functions/methods.
Transform.begin,Transform.begin,1,Random functions/methods.
ArrowVectorField.get_vector,ArrowVectorField.get vector,1,Random functions/methods.
VectorField.get_vectorized_rgba_gradient_function,VectorField.get vectorized rgba gradient function,1,Random functions/methods.
VectorField.stop_submobject_movement,VectorField.stop submobject movement,1,Random functions/methods.
VectorField.start_submobject_movement,VectorField.start submobject movement,1,Random functions/methods.
VectorField.nudge_submobjects,VectorField.nudge submobjects,1,Random functions/methods.
VectorField.runge_kutta,VectorField.runge kutta,1,Random functions/methods.
VectorField.nudge,VectorField.nudge,1,Random functions/methods.
VectorField.fit_to_coordinate_system,VectorField.fit to coordinate system,1,Random functions/methods.
VectorField.pos_to_rgb,VectorField.pos to rgb,1,Random functions/methods.
turn_animation_into_updater,turn animation into updater,1,Random functions/methods.
VectorField.func,VectorField.func,1,Random functions/methods.
Arc.get_arc_center,Arc.get arc center,1,Random functions/methods.
ValueTracker.__iadd__,ValueTracker.  iadd  ,1,Random functions/methods.
ValueTracker.increment_value,ValueTracker.increment value,1,Random functions/methods.
DrawBorderThenFill._typecheck_input,DrawBorderThenFill. typecheck input,1,Random functions/methods.
override_animate,override animate,1,Random functions/methods.
ShowPartial.interpolate_submobject,ShowPartial.interpolate submobject,1,Random functions/methods.
Succession.interpolate,Succession.interpolate,1,Random functions/methods.
Succession.next_animation,Succession.next animation,1,Random functions/methods.
Succession.update_active_animation,Succession.update active animation,1,Random functions/methods.
Succession.finish,Succession.finish,1,Random functions/methods.
Succession.begin,Succession.begin,1,Random functions/methods.
AnimationGroup.build_animations_with_timings,AnimationGroup.build animations with timings,1,Random functions/methods.
AnimatedBoundary.full_family_become_partial,AnimatedBoundary.full family become partial,1,Random functions/methods.
AnimatedBoundary.update_boundary_copies,AnimatedBoundary.update boundary copies,1,Random functions/methods.
override_animation,override animation,1,Random functions/methods.
Animation._typecheck_input,Animation. typecheck input,1,Random functions/methods.
Animation.begin,Animation.begin,1,Random functions/methods.
Animation.finish,Animation.finish,1,Random functions/methods.
Animation.clean_up_from_scene,Animation.clean up from scene,1,Random functions/methods.
Animation._setup_scene,Animation. setup scene,1,Random functions/methods.
Animation.update_mobjects,Animation.update mobjects,1,Random functions/methods.
prepare_animation,prepare animation,1,Random functions/methods.
Table._organize_mob_table,Table. organize mob table,1,Random functions/methods.
DrawBorderThenFill.begin,DrawBorderThenFill.begin,1,Random functions/methods.
DrawBorderThenFill.get_outline,DrawBorderThenFill.get outline,1,Random functions/methods.
DrawBorderThenFill.interpolate_submobject,DrawBorderThenFill.interpolate submobject,1,Random functions/methods.
Line._pointify,Line. pointify,1,Random functions/methods.
ChangeSpeed.get_scaled_total_time,ChangeSpeed.get scaled total time,1,Random functions/methods.
ChangeSpeed.func,ChangeSpeed.func,1,Random functions/methods.
ChangingDecimal.check_validity_of_input,ChangingDecimal.check validity of input,1,Random functions/methods.
SmoothedVectorizedHomotopy.interpolate_submobject,SmoothedVectorizedHomotopy.interpolate submobject,1,Random functions/methods.
Homotopy.interpolate_submobject,Homotopy.interpolate submobject,1,Random functions/methods.
Wiggle.interpolate_submobject,Wiggle.interpolate submobject,1,Random functions/methods.
ApplyWave.homotopy,ApplyWave.homotopy,1,Random functions/methods.
ShowPassingFlash._get_bounds,ShowPassingFlash. get bounds,1,Random functions/methods.
Transform.path_arc,Transform.path arc,1,Random functions/methods.
Table.create,Table.create,1,Random functions/methods.
TypeWithCursor.clean_up_from_scene,TypeWithCursor.clean up from scene,1,Random functions/methods.
Table.get_highlighted_cell,Table.get highlighted cell,1,Random functions/methods.
Table.get_cell,Table.get cell,1,Random functions/methods.
ShowIncreasingSubsets.update_submobject_list,ShowIncreasingSubsets.update submobject list,1,Random functions/methods.
Write.finish,Write.finish,1,Random functions/methods.
Write.begin,Write.begin,1,Random functions/methods.
Table.get_labels,Table.get labels,1,Random functions/methods.
Table.get_entries,Table.get entries,1,Random functions/methods.
Write.reverse_submobjects,Write.reverse submobjects,1,Random functions/methods.
Flash.create_lines,Flash.create lines,1,Random functions/methods.
GenericGraph.on_finish,GenericGraph.on finish,1,Random functions/methods.
ApplyMethod.check_validity_of_input,ApplyMethod.check validity of input,1,Random functions/methods.
Animation.get_sub_alpha,Animation.get sub alpha,1,Random functions/methods.
MultiCamera.update_sub_cameras,MultiCamera.update sub cameras,1,Random functions/methods.
MultiCamera.capture_mobjects,MultiCamera.capture mobjects,1,Random functions/methods.
ThreeDCamera.capture_mobjects,ThreeDCamera.capture mobjects,1,Random functions/methods.
ThreeDCamera.modified_rgbas,ThreeDCamera.modified rgbas,1,Random functions/methods.
project,project,1,Random functions/methods.
update_cfg,update cfg,1,Random functions/methods.
ThreeDCamera.generate_rotation_matrix,ThreeDCamera.generate rotation matrix,1,Random functions/methods.
select_resolution,select resolution,1,Random functions/methods.
is_dvisvgm_available,is dvisvgm available,1,Random functions/methods.
is_latex_available,is latex available,1,Random functions/methods.
healthcheck,healthcheck,1,Random functions/methods.
show,show,1,Random functions/methods.
write,write,1,Random functions/methods.
replace_keys,replace keys,1,Random functions/methods.
_is_expected_datatype,_ is expected datatype,1,Random functions/methods.
_BooleanOps._convert_2d_to_3d_array,_ BooleanOps. convert 2d to 3d array,1,Random functions/methods.
value_from_string,value from string,1,Random functions/methods.
DefaultGroup._decorator,DefaultGroup. decorator,1,Random functions/methods.
ThreeDCamera.transform_points_pre_display,ThreeDCamera.transform points pre display,1,Random functions/methods.
plugins,plugins,1,Random functions/methods.
render,render,1,Random functions/methods.
ThreeDCamera.reset_rotation_matrix,ThreeDCamera.reset rotation matrix,1,Random functions/methods.
_determine_graph_layout,_ determine graph layout,1,Random functions/methods.
MovingCamera.capture_mobjects,MovingCamera.capture mobjects,1,Random functions/methods.
MappingCamera.capture_mobjects,MappingCamera.capture mobjects,1,Random functions/methods.
configure_pygui,configure pygui,1,Random functions/methods.
_tree_layout,_ tree layout,1,Random functions/methods.
slide,slide,1,Random functions/methods.
GenericGraph._create_vertex,GenericGraph. create vertex,1,Random functions/methods.
Line._account_for_buff,Line. account for buff,1,Random functions/methods.
GenericGraph._create_vertices,GenericGraph. create vertices,1,Random functions/methods.
is_manim_on_path,is manim on path,2,Manim functions/methods.
is_manim_executable_associated_to_this_library,is manim executable associated to this library,2,Manim functions/methods.
ManimMagic.add_additional_args,ManimMagic.add additional args,2,Manim functions/methods.
ManimMagic.manim,ManimMagic.manim,2,Manim functions/methods.
VMobject.add_cubic_bezier_curve,VMobject.add cubic bezier curve,3,Bezier points and curves related functions/methods.
get_quadratic_approximation_of_cubic,get quadratic approximation of cubic,3,Bezier points and curves related functions/methods.
get_smooth_cubic_bezier_handle_points,get smooth cubic bezier handle points,3,Bezier points and curves related functions/methods.
get_smooth_open_cubic_bezier_handle_points,get smooth open cubic bezier handle points,3,Bezier points and curves related functions/methods.
VMobject.add_cubic_bezier_curves,VMobject.add cubic bezier curves,3,Bezier points and curves related functions/methods.
subdivide_bezier,subdivide bezier,3,Bezier points and curves related functions/methods.
bezier_remap,bezier remap,3,Bezier points and curves related functions/methods.
VMobjectFromSVGPath.add_cubic,VMobjectFromSVGPath.add cubic,3,Bezier points and curves related functions/methods.
VMobject.add_cubic_bezier_curve_to,VMobject.add cubic bezier curve to,3,Bezier points and curves related functions/methods.
get_smooth_closed_cubic_bezier_handle_points,get smooth closed cubic bezier handle points,3,Bezier points and curves related functions/methods.
VMobject.add_quadratic_bezier_curve_to,VMobject.add quadratic bezier curve to,3,Bezier points and curves related functions/methods.
VMobject.gen_cubic_bezier_tuples_from_points,VMobject.gen cubic bezier tuples from points,3,Bezier points and curves related functions/methods.
OpenGLVMobject.get_bezier_tuples_from_points,OpenGLVMobject.get bezier tuples from points,3,Bezier points and curves related functions/methods.
OpenGLVMobject.add_smooth_cubic_curve_to,OpenGLVMobject.add smooth cubic curve to,3,Bezier points and curves related functions/methods.
point_lies_on_bezier,point lies on bezier,3,Bezier points and curves related functions/methods.
OpenGLVMobject.add_quadratic_bezier_curve_to,OpenGLVMobject.add quadratic bezier curve to,3,Bezier points and curves related functions/methods.
OpenGLVMobject.add_cubic_bezier_curve_to,OpenGLVMobject.add cubic bezier curve to,3,Bezier points and curves related functions/methods.
bezier,bezier,3,Bezier points and curves related functions/methods.
partial_bezier_points,partial bezier points,3,Bezier points and curves related functions/methods.
OpenGLArc.create_quadratic_bezier_points,OpenGLArc.create quadratic bezier points,3,Bezier points and curves related functions/methods.
proportions_along_bezier_curve_for_point,proportions along bezier curve for point,3,Bezier points and curves related functions/methods.
VMobject.add_smooth_curve_to,VMobject.add smooth curve to,3,Bezier points and curves related functions/methods.
OpenGLVMobject.add_cubic_bezier_curve,OpenGLVMobject.add cubic bezier curve,3,Bezier points and curves related functions/methods.
Arc._create_quadratic_bezier_points,Arc. create quadratic bezier points,3,Bezier points and curves related functions/methods.
Mobject.remove_updater,Mobject.remove updater,4,Remove and delete functions/methods.
SingleStringMathTex._remove_stray_braces,SingleStringMathTex. remove stray braces,4,Remove and delete functions/methods.
remove_list_redundancies,remove list redundancies,4,Remove and delete functions/methods.
OpenGLMobject.remove_updater,OpenGLMobject.remove updater,4,Remove and delete functions/methods.
OpenGLMobject.remove,OpenGLMobject.remove,4,Remove and delete functions/methods.
Mobject.remove,Mobject.remove,4,Remove and delete functions/methods.
Scene.remove_foreground_mobjects,Scene.remove foreground mobjects,4,Remove and delete functions/methods.
Scene.remove,Scene.remove,4,Remove and delete functions/methods.
GenericGraph._remove_vertex,GenericGraph. remove vertex,4,Remove and delete functions/methods.
Object3D.remove,Object3D.remove,4,Remove and delete functions/methods.
GenericGraph.remove_edges,GenericGraph.remove edges,4,Remove and delete functions/methods.
GenericGraph._remove_edge,GenericGraph. remove edge,4,Remove and delete functions/methods.
GenericGraph._remove_vertices_animation,GenericGraph. remove vertices animation,4,Remove and delete functions/methods.
Object3D.remove_updater,Object3D.remove updater,4,Remove and delete functions/methods.
VDict.remove,VDict.remove,4,Remove and delete functions/methods.
ThreeDCamera.remove_fixed_in_frame_mobjects,ThreeDCamera.remove fixed in frame mobjects,4,Remove and delete functions/methods.
GenericGraph._remove_edges_animation,GenericGraph. remove edges animation,4,Remove and delete functions/methods.
GenericGraph.remove_vertices,GenericGraph.remove vertices,4,Remove and delete functions/methods.
ThreeDCamera.remove_fixed_orientation_mobjects,ThreeDCamera.remove fixed orientation mobjects,4,Remove and delete functions/methods.
OpenGLMobject.align_to,OpenGLMobject.align to,5,Points and alignments related functions/methods.
CurvesAsSubmobjects._get_submobjects_with_points,CurvesAsSubmobjects. get submobjects with points,5,Points and alignments related functions/methods.
OpenGLSurface.get_partial_points_array,OpenGLSurface.get partial points array,5,Points and alignments related functions/methods.
PointCloudDot.init_points,PointCloudDot.init points,5,Points and alignments related functions/methods.
OpenGLSurface.get_surface_points_and_nudged_points,OpenGLSurface.get surface points and nudged points,5,Points and alignments related functions/methods.
OpenGLArc.init_points,OpenGLArc.init points,5,Points and alignments related functions/methods.
PointCloudDot.generate_points,PointCloudDot.generate points,5,Points and alignments related functions/methods.
Point.init_points,Point.init points,5,Points and alignments related functions/methods.
Point.generate_points,Point.generate points,5,Points and alignments related functions/methods.
OpenGLPMobject.add_points,OpenGLPMobject.add points,5,Points and alignments related functions/methods.
PMobject.align_points_with_larger,PMobject.align points with larger,5,Points and alignments related functions/methods.
OpenGLMobject.align_family,OpenGLMobject.align family,5,Points and alignments related functions/methods.
OpenGLMobject.align_points,OpenGLMobject.align points,5,Points and alignments related functions/methods.
OpenGLMobject.throw_error_if_no_points,OpenGLMobject.throw error if no points,5,Points and alignments related functions/methods.
OpenGLMobject.align_data_and_family,OpenGLMobject.align data and family,5,Points and alignments related functions/methods.
OpenGLMobject.align_on_border,OpenGLMobject.align on border,5,Points and alignments related functions/methods.
OpenGLSurface.init_points,OpenGLSurface.init points,5,Points and alignments related functions/methods.
PMobject.add_points,PMobject.add points,5,Points and alignments related functions/methods.
ThreeDCamera.project_points,ThreeDCamera.project points,5,Points and alignments related functions/methods.
VMobjectFromSVGPath.init_points,VMobjectFromSVGPath.init points,5,Points and alignments related functions/methods.
Camera.points_to_pixel_coords,Camera.points to pixel coords,5,Points and alignments related functions/methods.
OpenGLVMobject.align_points,OpenGLVMobject.align points,5,Points and alignments related functions/methods.
Mobject.align_points,Mobject.align points,5,Points and alignments related functions/methods.
OpenGLMobject.get_all_points,OpenGLMobject.get all points,5,Points and alignments related functions/methods.
VMobject.align_points,VMobject.align points,5,Points and alignments related functions/methods.
OpenGLVMobject.get_nth_curve_points,OpenGLVMobject.get nth curve points,5,Points and alignments related functions/methods.
Arc.init_points,Arc.init points,5,Points and alignments related functions/methods.
Arc.generate_points,Arc.generate points,5,Points and alignments related functions/methods.
Line.generate_points,Line.generate points,5,Points and alignments related functions/methods.
Prism.generate_points,Prism.generate points,5,Points and alignments related functions/methods.
Circle.from_three_points,Circle.from three points,5,Points and alignments related functions/methods.
OpenGLMobject.resize_points,OpenGLMobject.resize points,5,Points and alignments related functions/methods.
AbstractImageMobject.reset_points,AbstractImageMobject.reset points,5,Points and alignments related functions/methods.
OpenGLMobject.append_points,OpenGLMobject.append points,5,Points and alignments related functions/methods.
OpenGLMobject.apply_points_function,OpenGLMobject.apply points function,5,Points and alignments related functions/methods.
OpenGLMobject.match_points,OpenGLMobject.match points,5,Points and alignments related functions/methods.
Cube.generate_points,Cube.generate points,5,Points and alignments related functions/methods.
OpenGLLine.init_points,OpenGLLine.init points,5,Points and alignments related functions/methods.
OpenGLMobject.get_pieces,OpenGLMobject.get pieces,6,OpenGLMobject related functions/methods.
OpenGLMobject.push_self_into_submobjects,OpenGLMobject.push self into submobjects,6,OpenGLMobject related functions/methods.
OpenGLMobject.get_end,OpenGLMobject.get end,6,OpenGLMobject related functions/methods.
OpenGLMobject.get_start,OpenGLMobject.get start,6,OpenGLMobject related functions/methods.
OpenGLMobject.get_continuous_bounding_box_point,OpenGLMobject.get continuous bounding box point,6,OpenGLMobject related functions/methods.
OpenGLMobject.get_boundary_point,OpenGLMobject.get boundary point,6,OpenGLMobject related functions/methods.
OpenGLMobject.add_background_rectangle,OpenGLMobject.add background rectangle,6,OpenGLMobject related functions/methods.
OpenGLMobject.point_from_proportion,OpenGLMobject.point from proportion,6,OpenGLMobject related functions/methods.
OpenGLMobject.interpolate,OpenGLMobject.interpolate,6,OpenGLMobject related functions/methods.
OpenGLMobject.fix_orientation,OpenGLMobject.fix orientation,6,OpenGLMobject related functions/methods.
OpenGLMobject.lock_data,OpenGLMobject.lock data,6,OpenGLMobject related functions/methods.
OpenGLMobject.unlock_data,OpenGLMobject.unlock data,6,OpenGLMobject related functions/methods.
OpenGLMobject.set_color_by_code,OpenGLMobject.set color by code,6,OpenGLMobject related functions/methods.
OpenGLMobject.set_color_by_xyz_func,OpenGLMobject.set color by xyz func,6,OpenGLMobject related functions/methods.
OpenGLMobject.get_shader_wrapper,OpenGLMobject.get shader wrapper,6,OpenGLMobject related functions/methods.
OpenGLMobject.get_shader_wrapper_list,OpenGLMobject.get shader wrapper list,6,OpenGLMobject related functions/methods.
OpenGLMobject.check_data_alignment,OpenGLMobject.check data alignment,6,OpenGLMobject related functions/methods.
OpenGLMobject.get_resized_shader_data_array,OpenGLMobject.get resized shader data array,6,OpenGLMobject related functions/methods.
OpenGLMobject.read_data_to_shader,OpenGLMobject.read data to shader,6,OpenGLMobject related functions/methods.
OpenGLMobject.get_shader_data,OpenGLMobject.get shader data,6,OpenGLMobject related functions/methods.
OpenGLMobject.refresh_shader_data,OpenGLMobject.refresh shader data,6,OpenGLMobject related functions/methods.
OpenGLMobject.submobjects,OpenGLMobject.submobjects,6,OpenGLMobject related functions/methods.
OpenGLMobject.set_submobject_colors_by_gradient,OpenGLMobject.set submobject colors by gradient,6,OpenGLMobject related functions/methods.
OpenGLMobject.become,OpenGLMobject.become,6,OpenGLMobject related functions/methods.
OpenGLMobject.set_opacity,OpenGLMobject.set opacity,6,OpenGLMobject related functions/methods.
OpenGLMobject.apply_complex_function,OpenGLMobject.apply complex function,6,OpenGLMobject related functions/methods.
OpenGLMobject.set_rgba_array_direct,OpenGLMobject.set rgba array direct,6,OpenGLMobject related functions/methods.
OpenGLMobject.deepcopy,OpenGLMobject.deepcopy,6,OpenGLMobject related functions/methods.
OpenGLMobject.copy,OpenGLMobject.copy,6,OpenGLMobject related functions/methods.
OpenGLMobject.invert,OpenGLMobject.invert,6,OpenGLMobject related functions/methods.
OpenGLMobject.shuffle,OpenGLMobject.shuffle,6,OpenGLMobject related functions/methods.
OpenGLMobject.get_grid,OpenGLMobject.get grid,6,OpenGLMobject related functions/methods.
OpenGLMobject.arrange,OpenGLMobject.arrange,6,OpenGLMobject related functions/methods.
OpenGLMobject.replace_submobject,OpenGLMobject.replace submobject,6,OpenGLMobject related functions/methods.
OpenGLMobject.add_to_back,OpenGLMobject.add to back,6,OpenGLMobject related functions/methods.
OpenGLMobject.insert,OpenGLMobject.insert,6,OpenGLMobject related functions/methods.
OpenGLMobject.add,OpenGLMobject.add,6,OpenGLMobject related functions/methods.
OpenGLMobject.generate_target,OpenGLMobject.generate target,6,OpenGLMobject related functions/methods.
OpenGLMobject.get_family,OpenGLMobject.get family,6,OpenGLMobject related functions/methods.
OpenGLMobject.is_point_touching,OpenGLMobject.is point touching,6,OpenGLMobject related functions/methods.
OpenGLMobject.refresh_bounding_box,OpenGLMobject.refresh bounding box,6,OpenGLMobject related functions/methods.
OpenGLMobject.compute_bounding_box,OpenGLMobject.compute bounding box,6,OpenGLMobject related functions/methods.
OpenGLMobject.set_points,OpenGLMobject.set points,6,OpenGLMobject related functions/methods.
OpenGLMobject.depth,OpenGLMobject.depth,6,OpenGLMobject related functions/methods.
OpenGLMobject.set_color,OpenGLMobject.set color,6,OpenGLMobject related functions/methods.
OpenGLMobject.width,OpenGLMobject.width,6,OpenGLMobject related functions/methods.
OpenGLMobject.init_colors,OpenGLMobject.init colors,6,OpenGLMobject related functions/methods.
OpenGLMobject.init_data,OpenGLMobject.init data,6,OpenGLMobject related functions/methods.
OpenGLMobject.__init__,OpenGLMobject.  init  ,6,OpenGLMobject related functions/methods.
OpenGLMobject.assemble_family,OpenGLMobject.assemble family,6,OpenGLMobject related functions/methods.
OpenGLMobject.save_state,OpenGLMobject.save state,6,OpenGLMobject related functions/methods.
OpenGLMobject.height,OpenGLMobject.height,6,OpenGLMobject related functions/methods.
OpenGLMobject.update,OpenGLMobject.update,6,OpenGLMobject related functions/methods.
OpenGLMobject.restore,OpenGLMobject.restore,6,OpenGLMobject related functions/methods.
OpenGLMobject.surround,OpenGLMobject.surround,6,OpenGLMobject related functions/methods.
OpenGLMobject.replace,OpenGLMobject.replace,6,OpenGLMobject related functions/methods.
OpenGLMobject.move_to,OpenGLMobject.move to,6,OpenGLMobject related functions/methods.
OpenGLMobject.space_out_submobjects,OpenGLMobject.space out submobjects,6,OpenGLMobject related functions/methods.
OpenGLMobject.set_coord,OpenGLMobject.set coord,6,OpenGLMobject related functions/methods.
OpenGLMobject.rescale_to_fit,OpenGLMobject.rescale to fit,6,OpenGLMobject related functions/methods.
OpenGLMobject.is_off_screen,OpenGLMobject.is off screen,6,OpenGLMobject related functions/methods.
OpenGLMobject.shift_onto_screen,OpenGLMobject.shift onto screen,6,OpenGLMobject related functions/methods.
OpenGLMobject.next_to,OpenGLMobject.next to,6,OpenGLMobject related functions/methods.
OpenGLMobject.put_start_and_end_on,OpenGLMobject.put start and end on,6,OpenGLMobject related functions/methods.
OpenGLMobject.apply_matrix,OpenGLMobject.apply matrix,6,OpenGLMobject related functions/methods.
OpenGLMobject.apply_function,OpenGLMobject.apply function,6,OpenGLMobject related functions/methods.
OpenGLMobject.center,OpenGLMobject.center,6,OpenGLMobject related functions/methods.
OpenGLMobject.set_rgba_array,OpenGLMobject.set rgba array,6,OpenGLMobject related functions/methods.
OpenGLMobject.stretch,OpenGLMobject.stretch,6,OpenGLMobject related functions/methods.
OpenGLMobject.add_updater,OpenGLMobject.add updater,6,OpenGLMobject related functions/methods.
OpenGLMobject.clear_updaters,OpenGLMobject.clear updaters,6,OpenGLMobject related functions/methods.
OpenGLMobject.match_updaters,OpenGLMobject.match updaters,6,OpenGLMobject related functions/methods.
OpenGLMobject.scale,OpenGLMobject.scale,6,OpenGLMobject related functions/methods.
OpenGLMobject.resume_updating,OpenGLMobject.resume updating,6,OpenGLMobject related functions/methods.
OpenGLMobject.rotate,OpenGLMobject.rotate,6,OpenGLMobject related functions/methods.
SceneFileWriter.add_partial_movie_file,SceneFileWriter.add partial movie file,7,SceneFileWriter related functions/methods.
SceneFileWriter.create_audio_segment,SceneFileWriter.create audio segment,7,SceneFileWriter related functions/methods.
SceneFileWriter.add_audio_segment,SceneFileWriter.add audio segment,7,SceneFileWriter related functions/methods.
SceneFileWriter.add_sound,SceneFileWriter.add sound,7,SceneFileWriter related functions/methods.
SceneFileWriter.begin_animation,SceneFileWriter.begin animation,7,SceneFileWriter related functions/methods.
SceneFileWriter.end_animation,SceneFileWriter.end animation,7,SceneFileWriter related functions/methods.
SceneFileWriter.finish,SceneFileWriter.finish,7,SceneFileWriter related functions/methods.
SceneFileWriter.close_partial_movie_stream,SceneFileWriter.close partial movie stream,7,SceneFileWriter related functions/methods.
SceneFileWriter.listen_and_write,SceneFileWriter.listen and write,7,SceneFileWriter related functions/methods.
SceneFileWriter.open_partial_movie_stream,SceneFileWriter.open partial movie stream,7,SceneFileWriter related functions/methods.
SceneFileWriter.encode_and_write_frame,SceneFileWriter.encode and write frame,7,SceneFileWriter related functions/methods.
SceneFileWriter.flush_cache_directory,SceneFileWriter.flush cache directory,7,SceneFileWriter related functions/methods.
SceneFileWriter.write_subcaption_file,SceneFileWriter.write subcaption file,7,SceneFileWriter related functions/methods.
SceneFileWriter.write_frame,SceneFileWriter.write frame,7,SceneFileWriter related functions/methods.
SceneFileWriter.save_final_image,SceneFileWriter.save final image,7,SceneFileWriter related functions/methods.
SceneFileWriter.combine_files,SceneFileWriter.combine files,7,SceneFileWriter related functions/methods.
SceneFileWriter.is_already_cached,SceneFileWriter.is already cached,7,SceneFileWriter related functions/methods.
SceneFileWriter.clean_cache,SceneFileWriter.clean cache,7,SceneFileWriter related functions/methods.
SceneFileWriter.next_section,SceneFileWriter.next section,7,SceneFileWriter related functions/methods.
SceneFileWriter.finish_last_section,SceneFileWriter.finish last section,7,SceneFileWriter related functions/methods.
SceneFileWriter.init_output_directories,SceneFileWriter.init output directories,7,SceneFileWriter related functions/methods.
SceneFileWriter.__init__,SceneFileWriter.  init  ,7,SceneFileWriter related functions/methods.
SceneFileWriter.combine_to_movie,SceneFileWriter.combine to movie,7,SceneFileWriter related functions/methods.
VMobject.add_subpath,VMobject.add subpath,8,Add and extender functions/methods.
LinearTransformationScene.add_title,LinearTransformationScene.add title,8,Add and extender functions/methods.
LinearTransformationScene.add_vector,LinearTransformationScene.add vector,8,Add and extender functions/methods.
LinearTransformationScene.add_unit_square,LinearTransformationScene.add unit square,8,Add and extender functions/methods.
LinearTransformationScene.add_moving_mobject,LinearTransformationScene.add moving mobject,8,Add and extender functions/methods.
LinearTransformationScene.add_transformable_mobject,LinearTransformationScene.add transformable mobject,8,Add and extender functions/methods.
LinearTransformationScene.add_foreground_mobject,LinearTransformationScene.add foreground mobject,8,Add and extender functions/methods.
add_import_statement,add import statement,8,Add and extender functions/methods.
VMobject.add_line_to,VMobject.add line to,8,Add and extender functions/methods.
add_extension_if_not_present,add extension if not present,8,Add and extender functions/methods.
LinearTransformationScene.add_background_mobject,LinearTransformationScene.add background mobject,8,Add and extender functions/methods.
LinearTransformationScene.add_special_mobjects,LinearTransformationScene.add special mobjects,8,Add and extender functions/methods.
VectorScene.add_plane,VectorScene.add plane,8,Add and extender functions/methods.
ThreeDCamera.add_fixed_in_frame_mobjects,ThreeDCamera.add fixed in frame mobjects,8,Add and extender functions/methods.
Add.__init__,Add.  init  ,8,Add and extender functions/methods.
VectorScene.add_vector,VectorScene.add vector,8,Add and extender functions/methods.
GenericGraph._add_edges_animation,GenericGraph. add edges animation,8,Add and extender functions/methods.
VGroup.add,VGroup.add,8,Add and extender functions/methods.
Scene.add_foreground_mobjects,Scene.add foreground mobjects,8,Add and extender functions/methods.
