combinedName,function_name,label,summary
test_get_column_indices_pandas_nonunique_columns_error,test get column indices pandas nonunique columns error,9,Error handling and validation
test_prediction_error_display,test prediction error display,9,Error handling and validation
test_coverage_1d_error_message,test coverage 1d error message,9,Error handling and validation
_convert_container,_ convert container,9,Error handling and validation
test_safe_indexing_1d_container_mask,test safe indexing 1d container mask,9,Error handling and validation
test_safe_indexing_2d_mask,test safe indexing 2d mask,9,Error handling and validation
test_safe_indexing_2d_scalar_axis_0,test safe indexing 2d scalar axis 0,9,Error handling and validation
test_safe_indexing_1d_scalar,test safe indexing 1d scalar,9,Error handling and validation
test_check_array_complex_data_error,test check array complex data error,9,Error handling and validation
check_lrap_error_raised,check lrap error raised,9,Error handling and validation
test_safe_indexing_2d_scalar_axis_1,test safe indexing 2d scalar axis 1,9,Error handling and validation
test_check_X_y_informative_error,test check X y informative error,9,Error handling and validation
test_lrap_error_raised,test lrap error raised,9,Error handling and validation
test_safe_indexing_None_axis_0,test safe indexing None axis 0,9,Error handling and validation
_raise_error_wrong_axis,_ raise error wrong axis,9,Error handling and validation
test_trustworthiness_n_neighbors_error,test trustworthiness n neighbors error,9,Error handling and validation
test_coverage_error,test coverage error,9,Error handling and validation
test_safe_indexing_pandas_no_matching_cols_error,test safe indexing pandas no matching cols error,9,Error handling and validation
test_mean_absolute_percentage_error,test mean absolute percentage error,9,Error handling and validation
test_safe_indexing_error_axis,test safe indexing error axis,9,Error handling and validation
test_plot_prediction_error_subsample,test plot prediction error subsample,9,Error handling and validation
test_confusion_matrix_error,test confusion matrix error,9,Error handling and validation
test_column_transformer_error_msg_1D,test column transformer error msg 1D,9,Error handling and validation
test_metadata_routing_error_for_column_transformer,test metadata routing error for column transformer,9,Error handling and validation
test_array_api_error_and_warnings_for_solver_parameter,test array api error and warnings for solver parameter,9,Error handling and validation
test_skip_nested_validation_and_config_context,test skip nested validation and config context,9,Error handling and validation
test_roc_curve_from_cv_results_param_validation,test roc curve from cv results param validation,9,Error handling and validation
test_sag_classifier_raises_error,test sag classifier raises error,9,Error handling and validation
test_determine_key_type_error,test determine key type error,9,Error handling and validation
test_skip_nested_validation,test skip nested validation,9,Error handling and validation
test_skip_param_validation,test skip param validation,9,Error handling and validation
max_error,max error,9,Error handling and validation
test_assert_docstring_consistency_error_msg,test assert docstring consistency error msg,9,Error handling and validation
test_validate_style_kwargs_error,test validate style kwargs error,9,Error handling and validation
test_no_validation,test no validation,9,Error handling and validation
test_validation_set_not_used_for_training,test validation set not used for training,9,Error handling and validation
test_convert_container_categories_pyarrow,test convert container categories pyarrow,9,Error handling and validation
test_make_column_selector_error,test make column selector error,9,Error handling and validation
test_convert_container_categories_polars,test convert container categories polars,9,Error handling and validation
mean_absolute_error,mean absolute error,9,Error handling and validation
test_convert_container,test convert container,9,Error handling and validation
test_column_transformer_error_with_duplicated_columns,test column transformer error with duplicated columns,9,Error handling and validation
custom_error,custom error,9,Error handling and validation
test_determine_key_type_slice_error,test determine key type slice error,9,Error handling and validation
test_partial_fit_second_call_error_checks,test partial fit second call error checks,9,Error handling and validation
test_smallest_admissible_index_dtype_error,test smallest admissible index dtype error,9,Error handling and validation
check_raise_error_on_1d_input,check raise error on 1d input,9,Error handling and validation
test_check_estimator_callback_with_fast_fail_error,test check estimator callback with fast fail error,9,Error handling and validation
mean_squared_error,mean squared error,9,Error handling and validation
test_prediction_error_custom_artist,test prediction error custom artist,9,Error handling and validation
root_mean_squared_error,root mean squared error,9,Error handling and validation
test_raise_value_error_multilabel_sequences,test raise value error multilabel sequences,9,Error handling and validation
median_absolute_error,median absolute error,9,Error handling and validation
mean_squared_log_error,mean squared log error,9,Error handling and validation
test_convert_container_categories_pandas,test convert container categories pandas,9,Error handling and validation
mean_absolute_percentage_error,mean absolute percentage error,9,Error handling and validation
test_y_score_and_y_pred_specified_error,test y score and y pred specified error,9,Error handling and validation
test_estimator_repr_error,test estimator repr error,9,Error handling and validation
test_validate_curve_kwargs_error,test validate curve kwargs error,9,Error handling and validation
test_plot_prediction_error_ax,test plot prediction error ax,9,Error handling and validation
test_check_estimator_cloneable_error,test check estimator cloneable error,9,Error handling and validation
root_mean_squared_log_error,root mean squared log error,9,Error handling and validation
test_raises_value_error_if_sample_weights_greater_than_1d,test raises value error if sample weights greater than 1d,9,Error handling and validation
test_asymmetric_error,test asymmetric error,9,Error handling and validation
PLSSVD.transform,transform,10,Transformation methods
test_transformer_fit_transform_with_metadata_in_transform,test transformer fit transform with metadata in transform,10,Transformation methods
PowerTransformer.inverse_transform,inverse transform,10,Transformation methods
KBinsDiscretizer.transform,transform,10,Transformation methods
VotingRegressor.transform,transform,10,Transformation methods
CountVectorizer.inverse_transform,inverse transform,10,Transformation methods
VotingClassifier.transform,transform,10,Transformation methods
Isomap.transform,transform,10,Transformation methods
SelectorMixin.inverse_transform,inverse transform,10,Transformation methods
SelectorMixin._transform,_ transform,10,Transformation methods
_BaseStacking._transform,_ transform,10,Transformation methods
Isomap.fit_transform,fit transform,10,Transformation methods
Isomap._fit_transform,_ fit transform,10,Transformation methods
LocallyLinearEmbedding._fit_transform,_ fit transform,10,Transformation methods
_PLS.inverse_transform,inverse transform,10,Transformation methods
SelectorMixin.transform,transform,10,Transformation methods
LocallyLinearEmbedding.fit_transform,fit transform,10,Transformation methods
LocallyLinearEmbedding.transform,transform,10,Transformation methods
MDS.fit_transform,fit transform,10,Transformation methods
_BinMapper.transform,transform,10,Transformation methods
StackingRegressor.fit_transform,fit transform,10,Transformation methods
PowerTransformer.transform,transform,10,Transformation methods
_PLS.transform,transform,10,Transformation methods
QuantileTransformer.inverse_transform,inverse transform,10,Transformation methods
MinimalTransformer.transform,transform,10,Transformation methods
_BaseEncoder._transform,_ transform,10,Transformation methods
test_fit_transform,test fit transform,10,Transformation methods
HashingVectorizer.transform,transform,10,Transformation methods
LabelBinarizer.transform,transform,10,Transformation methods
SimpleImputer.inverse_transform,inverse transform,10,Transformation methods
LabelEncoder.fit_transform,fit transform,10,Transformation methods
TSNE.fit_transform,fit transform,10,Transformation methods
DictVectorizer.transform,transform,10,Transformation methods
DictVectorizer.inverse_transform,inverse transform,10,Transformation methods
DictVectorizer._transform,_ transform,10,Transformation methods
ColumnTransformer.transform,transform,10,Transformation methods
CountVectorizer.fit_transform,fit transform,10,Transformation methods
LabelEncoder.transform,transform,10,Transformation methods
TfidfVectorizer.transform,transform,10,Transformation methods
TfidfVectorizer.fit_transform,fit transform,10,Transformation methods
CountVectorizer.transform,transform,10,Transformation methods
AgglomerationTransform.transform,transform,10,Transformation methods
LabelEncoder.inverse_transform,inverse transform,10,Transformation methods
TfidfTransformer.transform,transform,10,Transformation methods
AgglomerationTransform.inverse_transform,inverse transform,10,Transformation methods
SimpleImputer.transform,transform,10,Transformation methods
FeatureHasher.transform,transform,10,Transformation methods
KBinsDiscretizer.inverse_transform,inverse transform,10,Transformation methods
Birch.transform,transform,10,Transformation methods
_BaseKMeans.transform,transform,10,Transformation methods
SpectralEmbedding.fit_transform,fit transform,10,Transformation methods
TargetEncoder.transform,transform,10,Transformation methods
SparseTransformer.transform,transform,10,Transformation methods
BadTransformerWithoutMixin.transform,transform,10,Transformation methods
TargetEncoder.fit_transform,fit transform,10,Transformation methods
SplineTransformer.transform,transform,10,Transformation methods
OneHotEncoder.inverse_transform,inverse transform,10,Transformation methods
PolynomialFeatures.transform,transform,10,Transformation methods
ColumnTransformer.fit_transform,fit transform,10,Transformation methods
PatchExtractor.transform,transform,10,Transformation methods
OrdinalEncoder.transform,transform,10,Transformation methods
OrdinalEncoder.inverse_transform,inverse transform,10,Transformation methods
MultiLabelBinarizer.inverse_transform,inverse transform,10,Transformation methods
FunctionTransformer._check_inverse_transform,_ check inverse transform,10,Transformation methods
MultiLabelBinarizer._transform,_ transform,10,Transformation methods
MultiLabelBinarizer.transform,transform,10,Transformation methods
MultiLabelBinarizer.fit_transform,fit transform,10,Transformation methods
FunctionTransformer.transform,transform,10,Transformation methods
FunctionTransformer.inverse_transform,inverse transform,10,Transformation methods
LabelBinarizer.inverse_transform,inverse transform,10,Transformation methods
SparseRandomProjection.transform,transform,10,Transformation methods
Normalizer.transform,transform,10,Transformation methods
QuantileTransformer._transform,_ transform,10,Transformation methods
FastICA.inverse_transform,inverse transform,10,Transformation methods
FastICA.transform,transform,10,Transformation methods
FastICA._fit_transform,_ fit transform,10,Transformation methods
FactorAnalysis.transform,transform,10,Transformation methods
BernoulliRBM.transform,transform,10,Transformation methods
DictionaryLearning.fit_transform,fit transform,10,Transformation methods
_BaseSparseCoding.inverse_transform,inverse transform,10,Transformation methods
_BaseSparseCoding._inverse_transform,_ inverse transform,10,Transformation methods
QuantileTransformer.transform,transform,10,Transformation methods
IncrementalPCA.transform,transform,10,Transformation methods
_BaseSparseCoding._transform,_ transform,10,Transformation methods
_BasePCA._transform,_ transform,10,Transformation methods
_BasePCA.transform,transform,10,Transformation methods
BaseSearchCV.transform,transform,10,Transformation methods
BaseSearchCV.inverse_transform,inverse transform,10,Transformation methods
LinearDiscriminantAnalysis.transform,transform,10,Transformation methods
IsotonicRegression._transform,_ transform,10,Transformation methods
RBFSampler.transform,transform,10,Transformation methods
AdditiveChi2Sampler.transform,transform,10,Transformation methods
test_fit_transform,test fit transform,10,Transformation methods
_BasePCA.inverse_transform,inverse transform,10,Transformation methods
KernelPCA._fit_inverse_transform,_ fit inverse transform,10,Transformation methods
KernelPCA.fit_transform,fit transform,10,Transformation methods
KernelPCA.transform,transform,10,Transformation methods
test_fit_transform,test fit transform,10,Transformation methods
test_inverse_transform,test inverse transform,10,Transformation methods
TruncatedSVD.inverse_transform,inverse transform,10,Transformation methods
TruncatedSVD.transform,transform,10,Transformation methods
test_inverse_transform,test inverse transform,10,Transformation methods
TruncatedSVD.fit_transform,fit transform,10,Transformation methods
_BaseSparsePCA.inverse_transform,inverse transform,10,Transformation methods
_BaseSparsePCA.transform,transform,10,Transformation methods
PCA.fit_transform,fit transform,10,Transformation methods
MiniBatchNMF.transform,transform,10,Transformation methods
MiniBatchNMF._fit_transform,_ fit transform,10,Transformation methods
MiniBatchNMF.fit_transform,fit transform,10,Transformation methods
test_transform,test transform,10,Transformation methods
NMF.transform,transform,10,Transformation methods
NMF._fit_transform,_ fit transform,10,Transformation methods
NMF.fit_transform,fit transform,10,Transformation methods
test_fit_transform,test fit transform,10,Transformation methods
_BaseNMF.inverse_transform,inverse transform,10,Transformation methods
LatentDirichletAllocation.transform,transform,10,Transformation methods
TransformerMixin.fit_transform,fit transform,10,Transformation methods
KernelPCA.inverse_transform,inverse transform,10,Transformation methods
Nystroem.transform,transform,10,Transformation methods
test_transform_inverse_transform_round_trip,test transform inverse transform round trip,10,Transformation methods
_BaseSparseCoding.transform,transform,10,Transformation methods
StandardScaler.inverse_transform,inverse transform,10,Transformation methods
KernelCenterer.transform,transform,10,Transformation methods
RadiusNeighborsTransformer.transform,transform,10,Transformation methods
Binarizer.transform,transform,10,Transformation methods
Pipeline.fit_transform,fit transform,10,Transformation methods
MaxAbsScaler.inverse_transform,inverse transform,10,Transformation methods
_output_from_fit_transform,_ output from fit transform,10,Transformation methods
Pipeline.transform,transform,10,Transformation methods
Pipeline.inverse_transform,inverse transform,10,Transformation methods
RobustScaler.inverse_transform,inverse transform,10,Transformation methods
IterativeImputer.fit_transform,fit transform,10,Transformation methods
RobustScaler.transform,transform,10,Transformation methods
MinMaxScaler.inverse_transform,inverse transform,10,Transformation methods
FeatureUnion.transform,transform,10,Transformation methods
StandardScaler.transform,transform,10,Transformation methods
test_inverse_transform,test inverse transform,10,Transformation methods
NeighborhoodComponentsAnalysis.transform,transform,10,Transformation methods
_fit_transform_one,_ fit transform one,10,Transformation methods
RandomTreesEmbedding.fit_transform,fit transform,10,Transformation methods
MaxAbsScaler.transform,transform,10,Transformation methods
RandomTreesEmbedding.transform,transform,10,Transformation methods
MinMaxScaler.transform,transform,10,Transformation methods
IterativeImputer.transform,transform,10,Transformation methods
MissingIndicator.fit_transform,fit transform,10,Transformation methods
FeatureUnion.fit_transform,fit transform,10,Transformation methods
GaussianRandomProjection.transform,transform,10,Transformation methods
KNNImputer.transform,transform,10,Transformation methods
MissingIndicator.transform,transform,10,Transformation methods
test_fit_transform,test fit transform,10,Transformation methods
BaseRandomProjection.inverse_transform,inverse transform,10,Transformation methods
KNeighborsTransformer.transform,transform,10,Transformation methods
test_lof_performance,test lof performance,11,Test functions.
test_explicit_diagonal,test explicit diagonal,11,Test functions.
test_lof_values,test lof values,11,Test functions.
test_learning_curve_partial_fit_regressors,test learning curve partial fit regressors,11,Test functions.
test_lof_precomputed,test lof precomputed,11,Test functions.
test_hinge_loss_multiclass_invariance_lists,test hinge loss multiclass invariance lists,11,Test functions.
test_cross_val_predict_with_method_rare_class,test cross val predict with method rare class,11,Test functions.
test_novelty_training_scores,test novelty training scores,11,Test functions.
test_novelty_true_common_tests,test novelty true common tests,11,Test functions.
test_cross_val_predict_with_method_multilabel_rf,test cross val predict with method multilabel rf,11,Test functions.
test_two_point_correlation_numerical_consistency,test two point correlation numerical consistency,11,Test functions.
test_transformer_result,test transformer result,11,Test functions.
test_kernel_density_numerical_consistency,test kernel density numerical consistency,11,Test functions.
test_pickling,test pickling,11,Test functions.
test_recall_warnings,test recall warnings,11,Test functions.
check_results,check results,11,Test functions.
test_kernel_density,test kernel density,11,Test functions.
test_kdtree_picklable_with_joblib,test kdtree picklable with joblib,11,Test functions.
check_averaging,check averaging,11,Test functions.
test_hinge_loss_multiclass_with_missing_labels,test hinge loss multiclass with missing labels,11,Test functions.
test_kde_pipeline_gridsearch,test kde pipeline gridsearch,11,Test functions.
test_callable_multimetric_confusion_matrix_cross_validate,test callable multimetric confusion matrix cross validate,11,Test functions.
test_hinge_loss_multiclass_missing_labels_only_two_unq_in_y_true,test hinge loss multiclass missing labels only two unq in y true,11,Test functions.
test_cross_val_predict_class_subset,test cross val predict class subset,11,Test functions.
test_predicted_outlier_number,test predicted outlier number,11,Test functions.
test_cross_validate_some_failing_fits_warning,test cross validate some failing fits warning,11,Test functions.
test_averaging_multilabel,test averaging multilabel,11,Test functions.
test_averaging_multiclass,test averaging multiclass,11,Test functions.
test_cross_val_predict_with_method_multilabel_rf_rare_class,test cross val predict with method multilabel rf rare class,11,Test functions.
test_kd_tree_numerical_consistency,test kd tree numerical consistency,11,Test functions.
test_hinge_loss_multiclass_no_consistent_pred_decision_shape,test hinge loss multiclass no consistent pred decision shape,11,Test functions.
test_log_loss_eps,test log loss eps,11,Test functions.
test_multilabel_representation_invariance,test multilabel representation invariance,11,Test functions.
test_f1_for_small_binary_inputs_with_zero_division,test f1 for small binary inputs with zero division,11,Test functions.
test_multioutput_regression_invariance_to_dimension_shuffling,test multioutput regression invariance to dimension shuffling,11,Test functions.
test_classification_metric_division_by_zero_nan_validaton,test classification metric division by zero nan validaton,11,Test functions.
precision_recall_curve_padded_thresholds,precision recall curve padded thresholds,11,Test functions.
test_symmetric_metric,test symmetric metric,11,Test functions.
_check_params,_ check params,11,Test functions.
test_not_symmetric_metric,test not symmetric metric,11,Test functions.
test_multioutput_number_of_output_differ,test multioutput number of output differ,11,Test functions.
test_thresholded_invariance_string_vs_numbers_labels,test thresholded invariance string vs numbers labels,11,Test functions.
test_classification_invariance_string_vs_numbers_labels,test classification invariance string vs numbers labels,11,Test functions.
test__check_targets_multiclass_with_both_y_true_and_y_pred_binary,test  check targets multiclass with both y true and y pred binary,11,Test functions.
test_format_invariance_with_1d_vectors,test format invariance with 1d vectors,11,Test functions.
test_hinge_loss_binary,test hinge loss binary,11,Test functions.
test_hinge_loss_multiclass,test hinge loss multiclass,11,Test functions.
test_hinge_loss_multiclass_missing_labels_with_labels_none,test hinge loss multiclass missing labels with labels none,11,Test functions.
test_symmetry_tests,test symmetry tests,11,Test functions.
NeighborsBase._check_algorithm_metric,_ check algorithm metric,11,Test functions.
_check_precomputed,_ check precomputed,11,Test functions.
test_learning_curve_exploit_incremental_learning_routing,test learning curve exploit incremental learning routing,11,Test functions.
test_log_loss_warnings,test log loss warnings,11,Test functions.
test_kernel_density_numerical_consistency,test kernel density numerical consistency,11,Test functions.
test_precision_warnings,test precision warnings,11,Test functions.
test_ball_tree_numerical_consistency,test ball tree numerical consistency,11,Test functions.
test_log_loss_not_probabilities_warning,test log loss not probabilities warning,11,Test functions.
test_learning_curve_some_failing_fits_warning,test learning curve some failing fits warning,11,Test functions.
test_log_loss_perfect_predictions,test log loss perfect predictions,11,Test functions.
test_fscore_warnings,test fscore warnings,11,Test functions.
_check_averaging,_ check averaging,11,Test functions.
test_log_loss,test log loss,11,Test functions.
test_cross_validate_return_indices,test cross validate return indices,11,Test functions.
test_normalize_option_multilabel_classification,test normalize option multilabel classification,11,Test functions.
test_passed_unrequested_metadata,test passed unrequested metadata,11,Test functions.
test_normalize_option_multiclass_classification,test normalize option multiclass classification,11,Test functions.
test_normalize_option_binary_classification,test normalize option binary classification,11,Test functions.
test_prf_average_binary_data_non_binary,test prf average binary data non binary,11,Test functions.
test_log_loss_pandas_input,test log loss pandas input,11,Test functions.
test_query_haversine,test query haversine,11,Test functions.
test__check_targets,test  check targets,11,Test functions.
test_cross_validate_params_none,test cross validate params none,11,Test functions.
test_compute_log_det_cholesky,test compute log det cholesky,11,Test functions.
test_matthews_corrcoef_against_jurman,test matthews corrcoef against jurman,11,Test functions.
test_simple_example,test simple example,11,Test functions.
test_entropy,test entropy,11,Test functions.
test_entropy_array_api,test entropy array api,11,Test functions.
test_contingency_matrix,test contingency matrix,11,Test functions.
test_v_measure_and_mutual_information,test v measure and mutual information,11,Test functions.
test_kneighbors_brute_backend,test kneighbors brute backend,11,Test functions.
test_neighbors_metrics,test neighbors metrics,11,Test functions.
test_neighbors_validate_parameters,test neighbors validate parameters,11,Test functions.
test_pair_confusion_matrix_fully_dispersed,test pair confusion matrix fully dispersed,11,Test functions.
test_pair_confusion_matrix_single_cluster,test pair confusion matrix single cluster,11,Test functions.
test_pair_confusion_matrix,test pair confusion matrix,11,Test functions.
test_silhouette,test silhouette,11,Test functions.
test_cluster_size_1,test cluster size 1,11,Test functions.
test_radius_neighbors_graph,test radius neighbors graph,11,Test functions.
test_tweedie_log_identity_consistency,test tweedie log identity consistency,11,Test functions.
test_kneighbors_graph,test kneighbors graph,11,Test functions.
test_correct_labelsize,test correct labelsize,11,Test functions.
test_non_encoded_labels,test non encoded labels,11,Test functions.
test_confusion_matrix_binary,test confusion matrix binary,11,Test functions.
test_precision_recall_f_unused_pos_label,test precision recall f unused pos label,11,Test functions.
test_precision_recall_f_ignored_labels,test precision recall f ignored labels,11,Test functions.
test_precision_recall_f_extra_labels,test precision recall f extra labels,11,Test functions.
test_precision_recall_f_binary_single_class,test precision recall f binary single class,11,Test functions.
test_classification_report_labels_subset_superset,test classification report labels subset superset,11,Test functions.
test_adjustment_for_chance,test adjustment for chance,11,Test functions.
test_classification_report_zero_division_warning,test classification report zero division warning,11,Test functions.
test_classification_report_dictionary_output,test classification report dictionary output,11,Test functions.
test_silhouette_reduce,test silhouette reduce,11,Test functions.
test_KNeighborsRegressor_multioutput_uniform_weight,test KNeighborsRegressor multioutput uniform weight,11,Test functions.
test_RadiusNeighborsRegressor_multioutput_with_uniform_weight,test RadiusNeighborsRegressor multioutput with uniform weight,11,Test functions.
test_silhouette_nonzero_diag,test silhouette nonzero diag,11,Test functions.
test_non_numpy_labels,test non numpy labels,11,Test functions.
test_classification_report_output_dict_empty_input,test classification report output dict empty input,11,Test functions.
test,test,11,Test functions.
test_non_consecutive_labels,test non consecutive labels,11,Test functions.
test_not_complete_and_not_homogeneous_labeling,test not complete and not homogeneous labeling,11,Test functions.
test_radius_neighbors_brute_backend,test radius neighbors brute backend,11,Test functions.
test_pipeline_with_nearest_neighbors_transformer,test pipeline with nearest neighbors transformer,11,Test functions.
test_radius_neighbors_predict_proba,test radius neighbors predict proba,11,Test functions.
test_knn_forcing_backend,test knn forcing backend,11,Test functions.
roc_curve,roc curve,11,Test functions.
test_same_radius_neighbors_parallel,test same radius neighbors parallel,11,Test functions.
_check_dcg_target_type,_ check dcg target type,11,Test functions.
test_same_knn_parallel,test same knn parallel,11,Test functions.
test_k_and_radius_neighbors_duplicates,test k and radius neighbors duplicates,11,Test functions.
test_k_and_radius_neighbors_X_None,test k and radius neighbors X None,11,Test functions.
test_k_and_radius_neighbors_train_is_not_query,test k and radius neighbors train is not query,11,Test functions.
check_object_arrays,check object arrays,11,Test functions.
_check_reg_targets,_ check reg targets,11,Test functions.
_check_reg_targets_with_floating_dtype,_ check reg targets with floating dtype,11,Test functions.
test_non_euclidean_kneighbors,test non euclidean kneighbors,11,Test functions.
test_valid_brute_metric_for_auto_algorithm,test valid brute metric for auto algorithm,11,Test functions.
test_callable_metric,test callable metric,11,Test functions.
test_complete_but_not_homogeneous_labeling,test complete but not homogeneous labeling,11,Test functions.
test_homogeneous_but_not_complete_labeling,test homogeneous but not complete labeling,11,Test functions.
test_generalized_average,test generalized average,11,Test functions.
test_returned_value_consistency,test returned value consistency,11,Test functions.
test_format_invariance,test format invariance,11,Test functions.
test_permute_labels,test permute labels,11,Test functions.
test_beta_parameter,test beta parameter,11,Test functions.
test_non_symmetry,test non symmetry,11,Test functions.
test_jaccard,test jaccard,11,Test functions.
check_number_of_labels,check number of labels,11,Test functions.
check_clusterings,check clusterings,11,Test functions.
_check_rows_and_columns,_ check rows and columns,11,Test functions.
check_scoring,check scoring,11,Test functions.
_check_multimetric_scoring,_ check multimetric scoring,11,Test functions.
test_symmetry,test symmetry,11,Test functions.
test_lof_dtype_equivalence,test lof dtype equivalence,11,Test functions.
test_multilabel_confusion_matrix_binary,test multilabel confusion matrix binary,11,Test functions.
test_multilabel_confusion_matrix_multiclass,test multilabel confusion matrix multiclass,11,Test functions.
test_classification_report_labels_target_names_unequal_length,test classification report labels target names unequal length,11,Test functions.
check_exception,check exception,11,Test functions.
check_warning,check warning,11,Test functions.
check_dtype_exception,check dtype exception,11,Test functions.
check_array_exception,check array exception,11,Test functions.
test_radius_neighbors_classifier_outlier_labeling,test radius neighbors classifier outlier labeling,11,Test functions.
test_kneighbors_classifier_predict_proba,test kneighbors classifier predict proba,11,Test functions.
test_unsupervised_radius_neighbors,test unsupervised radius neighbors,11,Test functions.
test_classification_report_no_labels_target_names_unequal_length,test classification report no labels target names unequal length,11,Test functions.
test_multilabel_classification_report,test multilabel classification report,11,Test functions.
test_sort_graph_by_row_values_warning,test sort graph by row values warning,11,Test functions.
test_sort_graph_by_row_values_copy,test sort graph by row values copy,11,Test functions.
test_multilabel_zero_one_loss_subset,test multilabel zero one loss subset,11,Test functions.
test_sort_graph_by_row_values,test sort graph by row values,11,Test functions.
test_multilabel_hamming_loss,test multilabel hamming loss,11,Test functions.
test_is_sorted_by_data,test is sorted by data,11,Test functions.
test_precision_recall_f1_no_labels,test precision recall f1 no labels,11,Test functions.
test_finite_differences,test finite differences,11,Test functions.
test_verbose,test verbose,11,Test functions.
test_warn_non_normalized_priors,test warn non normalized priors,11,Test functions.
_generate_test_params_for,_ generate test params for,11,Test functions.
test_prf_no_warnings_if_zero_division_set,test prf no warnings if zero division set,11,Test functions.
test_unsupervised_kneighbors,test unsupervised kneighbors,11,Test functions.
test_classification_report_multiclass_with_long_string_label,test classification report multiclass with long string label,11,Test functions.
test_neigh_predictions_algorithm_agnosticity,test neigh predictions algorithm agnosticity,11,Test functions.
check_precomputed,check precomputed,11,Test functions.
test_prf_warnings,test prf warnings,11,Test functions.
test_precision_recall_f1_no_labels_average_none_warn,test precision recall f1 no labels average none warn,11,Test functions.
test_precomputed_dense,test precomputed dense,11,Test functions.
test_precision_recall_f1_no_labels_average_none,test precision recall f1 no labels average none,11,Test functions.
test_precision_recall_f1_no_labels_check_warnings,test precision recall f1 no labels check warnings,11,Test functions.
test_unsupervised_inputs,test unsupervised inputs,11,Test functions.
test,test,11,Test functions.
test_classification_report_multiclass_with_unicode_label,test classification report multiclass with unicode label,11,Test functions.
test_classification_report_multiclass_with_digits,test classification report multiclass with digits,11,Test functions.
test,test,11,Test functions.
test_multilabel_confusion_matrix_multilabel,test multilabel confusion matrix multilabel,11,Test functions.
test_multilabel_confusion_matrix_errors,test multilabel confusion matrix errors,11,Test functions.
test_confusion_matrix_normalize,test confusion matrix normalize,11,Test functions.
test_KNeighborsClassifier_multioutput,test KNeighborsClassifier multioutput,11,Test functions.
test_confusion_matrix_normalize_single_class,test confusion matrix normalize single class,11,Test functions.
test_confusion_matrix_single_label,test confusion matrix single label,11,Test functions.
test_likelihood_ratios_warnings,test likelihood ratios warnings,11,Test functions.
test_likelihood_ratios_errors,test likelihood ratios errors,11,Test functions.
test_RadiusNeighborsClassifier_multioutput,test RadiusNeighborsClassifier multioutput,11,Test functions.
test_likelihood_ratios,test likelihood ratios,11,Test functions.
test_likelihood_ratios_raise_warning_deprecation,test likelihood ratios raise warning deprecation,11,Test functions.
test_likelihood_ratios_replace_undefined_by_worst,test likelihood ratios replace undefined by worst,11,Test functions.
test_likelihood_ratios_wrong_dict_replace_undefined_by,test likelihood ratios wrong dict replace undefined by,11,Test functions.
test_radius_neighbors_sort_results,test radius neighbors sort results,11,Test functions.
test_likelihood_ratios_replace_undefined_by_0_fp,test likelihood ratios replace undefined by 0 fp,11,Test functions.
test_likelihood_ratios_replace_undefined_by_0_tn,test likelihood ratios replace undefined by 0 tn,11,Test functions.
test_classification_report_multiclass_with_label_detection,test classification report multiclass with label detection,11,Test functions.
test_classification_report_multiclass_balanced,test classification report multiclass balanced,11,Test functions.
test_classification_report_multiclass,test classification report multiclass,11,Test functions.
test_confusion_matrix_pandas_nullable,test confusion matrix pandas nullable,11,Test functions.
test_confusion_matrix_dtype,test confusion matrix dtype,11,Test functions.
test_confusion_matrix_on_zero_length_input,test confusion matrix on zero length input,11,Test functions.
test_classification_report_multiclass_with_string_label,test classification report multiclass with string label,11,Test functions.
test_confusion_matrix_multiclass_subset_labels,test confusion matrix multiclass subset labels,11,Test functions.
test_matthews_corrcoef_multiclass,test matthews corrcoef multiclass,11,Test functions.
test_matthews_corrcoef,test matthews corrcoef,11,Test functions.
test_cross_val_predict_with_method_multilabel_ovr,test cross val predict with method multilabel ovr,11,Test functions.
test_matthews_corrcoef_against_numpy_corrcoef,test matthews corrcoef against numpy corrcoef,11,Test functions.
test_cohen_kappa,test cohen kappa,11,Test functions.
test_neighbors_regressors_zero_distance,test neighbors regressors zero distance,11,Test functions.
test_matthews_corrcoef_overflow,test matthews corrcoef overflow,11,Test functions.
test_gridsearchcv_cross_val_predict_with_method,test gridsearchcv cross val predict with method,11,Test functions.
test_cross_validate_many_jobs,test cross validate many jobs,11,Test functions.
test_cross_val_predict_with_method,test cross val predict with method,11,Test functions.
test_tuned_threshold_classifier_no_binary,test tuned threshold classifier no binary,11,Test functions.
test_tuned_threshold_classifier_conflict_cv_refit,test tuned threshold classifier conflict cv refit,11,Test functions.
test_roc_curve_with_probablity_estimates,test roc curve with probablity estimates,11,Test functions.
test_label_ranking_avg_precision_score_should_allow_csr_matrix_for_y_true_input,test label ranking avg precision score should allow csr matrix for y true input,11,Test functions.
test_ndcg_invariant,test ndcg invariant,11,Test functions.
test_threshold_classifier_estimator_response_methods,test threshold classifier estimator response methods,11,Test functions.
test_tuned_threshold_classifier_without_constraint_value,test tuned threshold classifier without constraint value,11,Test functions.
test_tuned_threshold_classifier_metric_with_parameter,test tuned threshold classifier metric with parameter,11,Test functions.
test_tuned_threshold_classifier_with_string_targets,test tuned threshold classifier with string targets,11,Test functions.
test_tuned_threshold_classifier_refit,test tuned threshold classifier refit,11,Test functions.
test_ndcg_ignore_ties_with_k,test ndcg ignore ties with k,11,Test functions.
